log_id,student_id,course_id,activity_type,timestamp,duration_min
261,1232,57,Assignment,2024-05-18 06:35:41,27
262,30,97,Video,2025-03-02 16:26:52,34
263,305,16,Quiz,2024-10-25 23:50:39,18
264,806,14,Reading,2023-10-10 10:39:47,43
265,872,81,Discussion,2025-03-09 19:10:59,39
266,391,20,Assignment,2024-09-12 05:57:26,78
267,484,82,Assignment,2024-10-28 09:16:52,103
268,1485,71,Reading,2023-09-01 15:09:01,45
269,1222,94,Discussion,2024-11-17 14:17:25,94
270,846,63,Quiz,2024-09-02 03:35:38,80
271,1407,50,Quiz,2024-07-04 23:29:09,98
272,1160,98,Quiz,2024-07-06 08:42:53,42
273,398,37,Quiz,2025-01-29 03:53:31,98
274,1227,11,Discussion,2023-07-31 07:51:59,47
275,94,41,Discussion,2023-07-02 04:54:13,59
276,280,67,Assignment,2024-08-18 16:55:41,52
277,1137,69,Video,2023-11-08 17:40:54,117
278,1439,57,Quiz,2024-03-12 19:28:39,49
279,978,2,Assignment,2025-05-05 06:07:04,63
280,425,46,Assignment,2025-04-26 00:16:43,86
281,1457,53,Discussion,2025-01-17 08:13:55,9
282,1265,42,Video,2024-02-11 09:04:20,109
283,696,11,Reading,2024-04-07 01:22:56,12
284,361,34,Discussion,2023-12-09 15:03:55,72
285,929,82,Quiz,2024-02-16 10:18:48,83
286,357,51,Discussion,2023-09-08 23:03:43,7
287,156,9,Assignment,2023-09-07 14:23:07,13
288,641,5,Assignment,2024-10-12 02:31:05,113
289,604,94,Discussion,2025-03-27 22:51:45,2
290,1438,87,Assignment,2024-11-26 06:29:38,75
291,187,62,Quiz,2024-11-15 19:01:12,42
292,1211,73,Discussion,2024-09-05 02:55:55,106
293,908,43,Discussion,2024-05-19 04:33:07,76
294,1377,47,Reading,2023-09-15 13:57:55,97
295,1050,53,Quiz,2024-07-24 14:25:05,27
296,578,44,Reading,2024-10-18 06:33:26,68
297,405,22,Reading,2024-11-19 06:16:21,47
298,759,18,Discussion,2023-12-09 19:00:02,55
299,505,44,Discussion,2024-10-20 09:18:45,21
300,795,44,Reading,2023-12-25 21:59:00,57
301,117,76,Assignment,2024-01-24 06:41:16,68
302,534,56,Assignment,2024-09-24 05:40:20,59
303,1068,99,Assignment,2024-12-05 17:26:03,27
304,1492,87,Quiz,2023-10-30 18:12:15,29
305,577,22,Assignment,2025-03-18 10:42:44,84
306,831,22,Assignment,2024-11-22 15:57:53,6
307,126,27,Assignment,2024-03-22 20:33:45,80
308,399,78,Assignment,2023-08-27 19:38:08,8
309,1201,41,Discussion,2024-07-02 11:47:52,91
310,264,90,Discussion,2025-03-21 20:53:10,118
311,1077,42,Discussion,2024-08-11 12:10:46,55
312,1453,43,Discussion,2024-03-09 20:38:55,36
313,817,89,Reading,2024-12-07 22:32:20,119
314,1408,40,Video,2024-05-14 15:14:42,47
315,8,95,Reading,2025-03-05 10:10:36,112
316,150,87,Video,2024-12-05 17:27:55,120
317,710,18,Reading,2024-11-05 18:09:52,53
318,1110,36,Assignment,2025-05-20 20:05:33,53
319,1283,84,Assignment,2023-12-06 22:56:08,97
320,155,47,Reading,2025-02-22 09:35:28,94
321,301,18,Video,2023-10-11 15:37:31,45
322,740,23,Discussion,2024-11-06 12:55:56,88
323,67,44,Video,2023-08-01 13:00:29,72
324,1354,74,Reading,2023-12-06 11:42:49,53
325,608,47,Reading,2024-04-01 03:10:36,38
326,233,98,Reading,2023-08-27 01:37:45,84
327,1115,41,Video,2025-02-09 21:32:12,110
328,289,90,Reading,2024-01-16 14:05:27,8
329,1033,53,Reading,2023-12-24 16:59:10,27
330,929,18,Reading,2023-12-07 18:18:24,79
331,1199,2,Video,2024-01-07 13:10:36,62
332,840,83,Video,2025-01-15 15:03:47,77
333,584,19,Video,2024-01-22 00:47:12,21
334,1043,3,Reading,2024-05-25 22:38:00,70
335,792,57,Reading,2025-02-27 17:58:00,120
336,873,80,Video,2025-01-24 20:17:51,119
337,23,89,Quiz,2025-02-28 21:36:29,54
338,757,42,Assignment,2023-12-21 05:31:50,93
339,502,100,Video,2024-12-10 10:23:03,81
340,256,47,Discussion,2023-06-25 19:03:24,9
341,258,11,Assignment,2024-05-19 09:45:37,24
342,939,90,Assignment,2024-09-17 14:53:52,103
343,493,94,Reading,2024-03-22 12:25:21,51
344,606,55,Assignment,2023-07-24 17:33:49,96
345,980,80,Reading,2025-04-28 06:43:44,103
346,791,48,Video,2024-11-19 06:05:46,96
347,493,36,Assignment,2024-07-29 03:35:37,6
348,625,14,Assignment,2025-03-16 05:23:28,54
349,254,17,Reading,2024-04-10 20:49:21,94
350,517,100,Assignment,2023-12-24 17:14:31,29
351,113,58,Video,2024-04-03 06:34:58,15
352,734,69,Reading,2024-11-22 07:28:03,35
353,10,50,Assignment,2023-09-01 02:02:58,111
354,257,65,Video,2024-10-02 03:30:36,61
355,526,8,Assignment,2024-03-04 20:07:30,66
356,546,19,Video,2024-11-23 12:43:55,73
357,702,87,Video,2024-12-13 07:10:12,23
358,352,69,Discussion,2023-09-03 04:48:54,35
359,522,49,Reading,2025-05-03 22:33:37,89
360,863,71,Assignment,2024-09-22 10:17:27,106
361,1370,16,Assignment,2024-10-07 08:53:52,67
362,625,33,Discussion,2024-01-10 10:19:00,75
363,805,18,Video,2024-08-08 03:58:04,111
364,1034,63,Reading,2023-08-28 13:22:43,5
365,481,75,Reading,2025-03-09 02:59:35,64
366,701,41,Reading,2024-12-11 20:40:03,74
367,77,54,Assignment,2024-11-22 15:21:46,48
368,1188,61,Quiz,2025-03-14 19:45:03,81
369,1327,35,Assignment,2024-03-11 04:11:24,42
370,618,31,Assignment,2025-02-23 16:52:10,69
371,97,92,Reading,2023-10-16 00:07:43,63
372,1090,83,Video,2024-08-23 14:55:03,83
373,738,33,Assignment,2025-02-11 14:28:04,33
374,95,4,Assignment,2023-07-09 07:53:14,44
375,1012,17,Quiz,2025-02-20 21:05:41,44
376,1007,83,Reading,2024-09-24 16:34:36,82
377,956,73,Quiz,2025-01-11 18:29:59,9
378,935,97,Assignment,2024-04-10 14:32:16,28
379,101,75,Quiz,2025-05-24 04:06:20,16
380,240,69,Video,2025-05-25 21:54:27,109
381,475,29,Discussion,2025-01-18 11:29:12,14
382,1025,44,Video,2025-04-29 06:32:03,23
383,1228,24,Discussion,2023-07-25 07:04:05,114
384,679,29,Discussion,2024-01-22 23:45:47,113
385,1361,48,Quiz,2023-10-26 13:47:44,42
386,448,93,Discussion,2024-01-16 18:33:51,69
387,54,45,Video,2024-01-06 20:09:33,82
388,96,64,Video,2024-04-28 16:23:30,94
389,652,13,Quiz,2023-11-23 05:10:39,15
390,978,48,Quiz,2025-04-16 15:41:18,52
391,307,93,Discussion,2025-05-27 02:23:29,92
392,202,96,Discussion,2025-05-12 16:13:51,77
393,699,19,Video,2023-09-03 23:01:06,104
394,116,78,Reading,2025-05-17 18:48:33,72
395,434,18,Reading,2023-10-22 15:35:51,117
396,609,30,Quiz,2024-01-27 18:01:59,91
397,179,34,Reading,2025-04-24 00:12:39,56
398,68,74,Video,2024-01-31 03:18:11,74
399,1336,65,Quiz,2025-04-03 00:09:33,7
400,921,10,Assignment,2025-02-18 20:27:15,99
401,1202,51,Quiz,2023-08-29 05:51:23,100
402,1258,29,Video,2024-06-27 23:00:17,11
403,505,61,Discussion,2023-12-31 23:29:31,117
404,762,81,Assignment,2024-09-28 02:36:26,77
405,617,57,Discussion,2023-06-23 20:55:06,11
406,643,49,Discussion,2024-03-19 13:16:01,62
407,494,45,Quiz,2023-11-11 23:40:33,88
408,1497,73,Assignment,2024-07-08 07:39:17,108
409,1017,63,Video,2025-01-21 05:58:17,79
410,648,53,Reading,2025-05-14 03:27:08,106
411,876,96,Assignment,2024-01-23 17:38:34,47
412,14,61,Reading,2025-01-16 13:04:25,59
413,1491,1,Quiz,2024-10-30 07:40:18,96
414,747,44,Video,2023-09-16 17:07:06,28
415,1376,37,Reading,2023-07-10 06:53:27,15
416,225,87,Assignment,2023-08-06 03:41:39,12
417,240,15,Discussion,2024-08-14 09:20:42,100
418,804,98,Video,2024-12-29 16:19:46,61
419,517,8,Reading,2025-02-15 05:28:10,55
420,945,69,Quiz,2024-11-27 22:14:51,87
421,440,47,Video,2023-07-13 17:06:55,14
422,1494,46,Video,2024-01-25 02:09:02,4
423,1008,16,Quiz,2023-09-05 09:41:31,65
424,513,57,Video,2023-07-03 04:53:28,111
425,1105,92,Assignment,2023-09-25 18:29:11,58
426,1173,52,Quiz,2023-10-30 14:03:16,17
427,3,59,Video,2024-10-20 03:29:09,12
428,1242,28,Reading,2024-06-13 08:59:58,113
429,550,20,Video,2024-02-20 05:47:07,15
430,1407,84,Discussion,2025-05-15 01:42:59,11
431,206,96,Quiz,2023-10-22 06:20:40,110
432,609,84,Assignment,2023-10-27 16:47:40,88
433,1364,37,Quiz,2025-05-23 10:33:42,84
434,391,43,Video,2025-01-04 06:52:46,32
435,991,39,Quiz,2024-10-02 09:35:58,32
436,1363,32,Assignment,2023-10-16 00:52:41,54
437,528,38,Assignment,2024-10-28 01:19:26,74
438,918,86,Reading,2024-12-26 02:13:24,24
439,612,66,Discussion,2024-12-30 21:16:55,51
440,1487,62,Reading,2023-09-30 16:28:39,29
441,855,69,Assignment,2023-11-08 00:21:15,58
442,446,72,Assignment,2024-07-07 01:35:08,9
443,1107,12,Video,2024-08-03 02:11:43,33
444,1031,94,Reading,2025-01-11 19:35:10,89
445,108,46,Video,2025-05-18 05:12:02,39
446,298,65,Video,2024-06-07 15:01:18,107
447,1368,86,Assignment,2024-04-27 04:31:48,52
448,1172,19,Quiz,2023-08-24 21:21:18,50
449,1498,37,Video,2025-03-15 22:08:39,45
450,1238,23,Reading,2024-02-19 02:04:03,24
451,1214,53,Reading,2025-04-17 21:27:53,15
452,1111,99,Video,2024-01-29 21:03:54,14
453,983,78,Reading,2024-07-16 23:30:08,66
454,365,14,Discussion,2025-04-27 14:56:32,79
455,658,77,Assignment,2024-12-02 18:20:49,115
456,1396,15,Quiz,2024-05-06 20:14:18,113
457,532,32,Discussion,2024-02-23 21:44:11,58
458,1497,76,Discussion,2024-04-12 09:14:55,21
459,165,48,Assignment,2024-04-01 20:51:01,62
460,1145,52,Quiz,2023-07-19 05:11:16,50
461,1377,36,Assignment,2024-04-23 03:05:24,13
462,175,49,Assignment,2024-05-10 06:27:52,82
463,1117,69,Video,2024-08-22 23:46:22,70
464,530,9,Quiz,2023-10-03 17:54:45,95
465,888,41,Video,2024-05-21 06:55:25,119
466,735,69,Assignment,2025-04-26 03:15:42,8
467,159,94,Quiz,2024-02-04 02:38:14,76
468,81,57,Quiz,2024-03-29 15:32:59,46
469,919,46,Quiz,2025-02-13 03:17:25,23
470,691,51,Reading,2023-07-01 09:42:15,39
471,679,29,Video,2023-11-13 05:49:46,119
472,774,92,Discussion,2023-08-25 14:36:56,83
473,452,77,Quiz,2024-02-14 17:20:03,73
474,927,99,Quiz,2023-08-18 14:15:42,16
475,688,68,Reading,2023-12-09 21:38:21,91
476,1225,89,Assignment,2024-03-27 01:16:21,8
477,99,47,Reading,2023-10-01 21:00:31,106
478,106,86,Reading,2024-05-12 04:18:52,105
479,228,76,Quiz,2025-03-30 05:34:11,117
480,1494,73,Reading,2023-09-04 13:45:48,26
481,1493,44,Quiz,2023-12-22 11:35:50,85
482,770,86,Reading,2024-05-26 01:13:47,62
483,597,16,Reading,2024-03-16 22:19:16,111
484,1345,45,Video,2025-02-16 09:10:46,38
485,1335,93,Assignment,2024-05-22 17:53:18,79
486,427,27,Quiz,2023-08-29 22:03:55,44
487,1169,47,Discussion,2024-03-28 07:38:36,82
488,1044,1,Quiz,2023-10-09 20:38:06,11
489,1338,16,Video,2024-07-18 04:16:58,79
490,348,92,Discussion,2025-05-18 14:04:06,100
491,769,36,Assignment,2024-09-11 13:30:20,113
492,1006,73,Discussion,2023-08-11 02:17:52,98
493,744,87,Reading,2024-01-04 11:29:10,86
494,1163,31,Reading,2023-09-26 14:54:36,68
495,576,18,Reading,2024-09-21 06:35:51,108
496,1152,61,Assignment,2025-03-09 18:29:36,6
497,957,72,Assignment,2023-08-23 10:32:31,60
498,693,94,Quiz,2025-04-26 14:44:53,18
499,831,1,Video,2023-08-01 20:00:40,73
500,1224,42,Assignment,2024-02-05 00:00:11,66
501,346,20,Reading,2025-02-15 04:58:36,15
502,1250,56,Assignment,2024-10-25 01:37:59,80
503,751,99,Reading,2023-08-06 14:07:50,57
504,1103,2,Quiz,2023-10-19 09:34:05,115
505,873,85,Quiz,2023-09-25 23:18:21,68
506,773,51,Discussion,2023-07-05 08:18:19,120
507,125,66,Reading,2024-08-04 09:09:16,76
508,1381,52,Assignment,2023-10-22 13:16:25,104
509,795,75,Reading,2025-03-20 05:07:19,1
510,212,100,Reading,2024-06-21 21:01:35,91
511,1442,52,Assignment,2025-05-14 10:24:44,81
512,659,31,Assignment,2023-06-30 07:29:01,84
513,761,49,Video,2025-04-01 15:05:08,34
514,272,7,Discussion,2024-05-18 11:28:31,21
515,1125,9,Assignment,2024-07-18 21:35:50,64
516,731,58,Quiz,2025-05-16 10:38:26,21
517,512,95,Discussion,2024-05-06 08:39:44,86
518,656,80,Reading,2023-08-24 22:33:28,91
519,775,72,Assignment,2023-12-13 11:58:03,12
520,923,77,Video,2024-03-23 07:01:05,102
521,142,17,Discussion,2023-07-08 09:06:00,42
522,1432,90,Quiz,2023-06-10 02:00:01,46
523,1293,71,Video,2024-02-21 10:32:36,1
524,869,68,Assignment,2024-04-02 00:07:28,117
525,1456,2,Reading,2024-11-28 23:25:57,11
526,559,90,Reading,2023-11-23 19:18:11,114
527,712,13,Video,2023-10-29 00:26:58,101
528,278,45,Assignment,2024-04-25 13:18:31,41
529,1281,56,Discussion,2025-01-15 21:50:38,114
530,1304,35,Assignment,2024-02-13 23:26:14,17
531,196,80,Reading,2023-12-17 17:52:43,99
532,1147,75,Reading,2024-03-16 19:09:13,60
533,1284,71,Reading,2024-01-15 12:00:31,37
534,1482,10,Quiz,2024-03-15 00:07:56,110
535,33,40,Video,2024-06-12 13:52:00,119
536,1486,85,Reading,2024-11-06 19:27:29,57
537,836,41,Discussion,2025-05-23 15:35:14,79
538,256,24,Video,2024-03-07 05:39:31,19
539,1267,21,Quiz,2024-08-16 16:12:25,72
540,148,41,Assignment,2024-02-18 14:22:11,95
541,551,97,Video,2023-12-15 15:54:31,107
542,482,55,Video,2024-04-07 07:00:06,46
